Name,UserRating,Holds,Grade
SPORT CLIMBING TRAINER,2,F5 D5 C7 E8 C10 C13 D15 C16 F12 A3 D18 B18,2
THOOK,3,I5 G6 G3 D9 E11 A12 A14 A16 D18,6
BOOOIG SOFT,3,E4 H4 F9 F11 E14 G16 D18,6
BOOM 1,2,A5 D5 B8 E10 F12 G13 H8 F18 H18,3
VINGA BOIG,3,K3 H6 K9 F10 G12 E14 A13 C17 F18,6
MARSHALL MATHERS,2,F5 F4 I7 H8 J11 G13 K16 F18 H18,3
RICK ROSS,2,H5 F5 I7 D8 F12 F14 C16 J11 F18,3
SLAPFISH,0,D4 F2 K3 J7 F7 G13 E18,8
DEB&MAAR21,2,E6 F5 G7 D9 F12 F15 E17 C14 D3 F18,3
DEB&MAAR22,3,G6 E4 H4 F1 F8 H9 G11 H12 G14 I15 I16 J18,2
BROCK’S GLOOM,3,H2 H6 H9 D11 H14 H17 J18,7
TOBBE,0,D3 F3 G7 D7 H11 J12 H15 H18,10
KANYE WEST,2,F4 F5 F8 F12 E13 F18,3
APPLE SIDER VINEGAR,0,F5 G2 C1 C7 D12 G13 H16 K10 D18,7
BOOOOOIG,3,H4 J3 H6 J8 F10 H12 H14 H16 D18,5
FLAG SHIP,1,F5 H5 F10 C11 F13 D15 F17 A18,4
MARCHING ORDERS,2,H5 F5 F8 H10 C10 C14 C16 E16 E13 B18,2
GECKO FUN,2,D4 H5 F7 F8 I8 H10 J11 J13 E13 F17 F18,2
DEB&MAAR20,3,D4 D1 F6 B8 E11 C13 E16 C18,3
MAGNETO,2,F5 H5 F8 C10 F12 D15 F17 B18,3
HOPSCOTCH WITH THE DEVIL,3,K6 J6 J7 G11 E13 C13 H18,6
DEB&MAAR19,3,J5 K4 H5 F6 E8 C10 F12 E15 C16 E2 K1 D18,3
DEB&MAAR18,2,F5 H5 F7 D8 E11 C12 C16 I2 B18,3
THE SHORT MANS SPEECH,3,E4 K4 G9 C9 G12 H12 K14 J18,10
GRAVITY TEST 101,2,F4 D2 E7 H10 F12 G13 D15 F18,2
UNOMATION,2,E4 H5 J3 J7 I8 F8 G11 J13 I16 K9 J18 H18,2
DEB&MAAR17,3,E4 H5 I7 F8 G11 D12 G15 H2 F18,3
KETCHUP SANDWICH,2,J3 H5 F8 J11 J16 K18,4
TTG,1,F5 C6 B4 D9 H11 I12 J12 K15 J8 K5 J18,8
YWBRWD #2,3,C4 E8 B13 C16 C18,6
LEFT FOOT LEFT HAND,2,B2 C4 B8 G8 K11 E13 H15 G16 K18,4
BRO,1,G4 F5 F2 D7 H10 F12 H16 H18,3
TWISTIES 2.0,2,F5 H5 I1 H10 E13 E16 C16 A9 B18,2
KEINE AHNUNG,2,D5 F4 E2 C2 D7 F8 G6 E10 H11 F13 G15 I14 E16 F18,2
KELLY BELLY,2,E4 I5 I8 E7 F10 F12 D15 A14 B10 B18 D18,3
CURVEBALL,3,D4 I4 G6 G10 D9 E14 H15 H17 J18,6
DOIS PECKER,0,E5 J6 I10 G12 G15 J15 F17 D16 E9 D18,7
ONE PIECE,2,H5 F5 F8 I8 J11 J16 E13 J2 F18,2
BLACK LUNG,3,G6 J4 K9 G10 F10 C12 E14 A16 F18,6
PARTICIPATION TROPHY,2,H5 F2 C5 F8 F9 C10 E14 C16 B18,2
WHY NOT?,2,E4 H5 I7 H10 D10 G13 C16 H18,2
ADAM’S FIRST PROBLEM,2,F5 H5 G3 F8 I8 H10 D10 F12 G13 E13 E16 F18,2
FIRST MOON,2,J6 F6 F8 I7 H10 J11 F12 G13 E13 D15 F17 B18,2
CAPTAIN’S LOG,2,A5 C4 E8 B10 E13 C16 F18,2
SKINNY,3,B3 F4 E8 B11 D14 E16 F17 J18,5
ANDREA OG MARIAS RUTE,2,F5 H5 I7 F8 H10 F12 E13 G13 E16 C16 D18 B18,2
YOUR SENSAI,2,F4 G6 B8 E10 G13 D15 C3 F18,2
EASY WARM UP,2,F6 H5 I8 H10 J11 G13 E13 E16 C16 F18,2
ANGELINA JOLIE,3,F6 F5 J8 I12 I13 F16 G18,7
BOOF,2,E6 A6 C4 E8 B9 B13 D15 B18,2
IDK MY BFF JILL,3,D5 F5 I8 G11 F12 C13 C16 B18,2
RED 2,2,E3 H5 J11 D10 J16 J18,5
LILBABYS 1ST,0,F4 I4 I1 C5 C8 D9 G8 H11 C13 E15 H18,2
TROJAN HORSE,3,F6 K5 K4 I11 F13 F14 A9 C18,11
MINI CROSS,2,C4 F4 G8 D9 D12 B13 D15 D18,2
GUATEMALA,2,I2 D4 G6 E8 G10 E13 G16 E18,0
YESSS,2,E4 H5 G8 D9 F12 C13 C16 B18,2
LAID BACK,0,K5 H6 H8 F11 E14 D18,6
KING'S CROSS,0,K4 H5 H7 E9 A10 D13 E14 H17 E4 I18,6
I WAS MISUNDERSTOOD,3,E2 C6 F10 G11 K14 J18,11
EZPZ,3,H5 I8 E10 G14 H18,5
LA KUTSOF,3,A5 E6 C10 F11 G13 C16 H18,3
LENGTH AND STRENGTH 1.0,2,F5 H5 F8 H10 J11 G13 E13 C16 F18,2
BOINK-A-DOINK,2,C4 E6 D9 H10 G13 C13 E16 D18 F18,3
NEEDAWARMUP?,2,F5 H5 I8 G11 K13 G16 H18,3
ERIC COGIÓ SU FUSIL,2,D5 G4 G10 E13 F18,3
BICEPS,3,G4 F4 F8 I7 J11 E13 C16 D18,3
HOPLAHOOP,3,F6 I4 J9 G11 G13 D15 F18,3
FREEDOM FIGHTER,3,F4 D5 H10 C13 E17 F17 J18,6
DEB&MAAR16,2,E6 H1 H10 E9 E13 G13 H18,4
DEB&MAAR14,3,F6 D4 C3 B8 E11 C14 F15 F18,3
WOOFENSTEIN3D,3,D6 F2 I5 H9 K11 G14 I16 K18,9
FOR SORA’S TRAINING 9,3,C5 F5 F7 B7 A7 A9 C10 C13 F14 E16 C6 A3 F18,2
DEB&MAAR15,2,F5 H5 G7 D10 E11 C13 C16 F2 D18,3
SLURPING SPAGHETTI,2,J3 F6 J9 H12 K13 G16 K18,6
FOR SORA’S TRAINING 8,3,C5 E5 C6 A7 B8 A9 C10 C13 F14 E16 F7 A2 F18,3
21 JUMPS STREET,3,C4 H3 F7 G8 F12 C16 F18,7
PEACEFUL,3,F5 I3 H10 F12 I15 F18,3
ITS A STRETCH,2,H5 F5 F7 F12 G13 J11 C16 B18,4
DEB&MAAR13,2,F6 H5 H2 H9 I10 E11 E13 B14 D17 B18,3
MP6,2,F5 E6 F7 G10 F12 G14 H14 H16 F18,2
PARABOLA,2,H5 G2 D5 A3 D9 A11 E14 D15 I12 H18,6
MONDAY BLUES,3,E6 B3 A10 F12 E14 B18,8
SYNTHETIC DOWN,3,B3 G5 D5 G9 G15 B12 H18,12
TOO MUCH ICE CREAM,3,C4 A5 B9 E8 E13 C16 F18,2
DAWSON'S CREEK,3,K6 G6 G8 D9 F13 C16 E2 A18,4
ROOTING 1,2,D5 I4 F7 G10 G13 D12 D16 F18,4
WARMUP-08 VAR3,3,A5 F5 D10 F13 C16 B18,4
TURDS N’ STUFF,2,E6 F5 G10 C10 C15 E14 D18,5
TIGER STRIPES,2,I2 E3 F9 F12 J13 I16 J18,6
COFFEE GUY,2,C4 F7 D9 F12 C13 C16 B18,2
CHUPACABRA,3,A5 B4 F5 K5 H9 F10 F13 E14 F18,6
EGG,3,E3 D4 D10 I7 I13 F18,7
FIRST SET,0,A5 F5 G8 B8 E13 G13 F18 H18,4
GHETTO CHILD,2,H5 I7 F8 F12 H15 G16 J18,3
CANDY BAR CANDY CORN,3,G3 J4 H7 K9 H12 I14 F16 E18,1
SOMETHING DIRECT,3,F5 F8 F12 F15 E16 F18,4
PINCH TO GROW AN INCH,3,C4 D6 B8 G10 G13 H14 F17 D12 H18,4
I AIN’T MAD ATCHA,3,F5 D1 D10 G10 E14 C17 H18,6
CHUFF STUFF,2,H5 I8 J11 G13 H16 E18,2
PUG-UNIT,1,A5 D5 A3 D1 A8 A13 B14 A15 A16 E11 D18,4
DEB&MAAR12,2,K4 I5 H5 D5 E6 A8 C10 D10 J10 G13 G14 K15 C2 H18,3
SHE SELLS SOFTIES,3,E3 G5 E8 C7 A10 C13 C17 E18,1
EASY PEASY :),2,F5 E3 F8 D10 E14 C16 D18,2
BRBG,0,H5 G6 D10 G13 H18,4
WHIP IT REAL HARD,2,I5 H1 D9 G13 H18,8
PUGETABOUTIT,3,B2 E6 I6 G4 D1 B8 G10 F12 E14 B15 E18,6
DOUBLEGASTON01,3,F5 G6 G10 D11 F13 E14 G16 B9 D18,6
"CUTLOOSE, FOOTLOOSE",3,F5 H8 A9 D11 E14 A16 E18,4
WARMUP,2,I2 F5 I8 H10 D9 C13 G14 E16 H18,0
SENDA,3,D5 F3 G8 G13 D12 F18,4
DEB&MAAR9,3,E4 H3 F6 D9 H10 J8 K13 I16 D1 J18,3
FRUSTRATION,2,K4 G6 G7 C7 C10 D13 A14 E16 F18,5
LAZY SUNDAY 3,3,F3 D5 G10 H14 H15 F18,6
YOU’RE BAD AT DYNOING,0,K6 K2 J8 J11 H12 F18,7
DEB&MAAR11,3,F5 I5 G8 D9 C10 D12 E14 E16 H17 I12 B6 H18,3
HEEL HOOK FOR DAYS,0,F5 I4 I8 E11 E12 B13 E16 A6 D18,6
ORIGINAL TASTE 25°,3,F6 I3 J9 G11 I13 E16 J18,2
DEB&MAAR8,0,F6 H5 H2 E2 I8 H11 K13 I15 I16 F18,4
"ÅSNE, MARTE OG GWENALE",2,F5 H5 I8 F8 H10 F12 E13 C14 A14 C16 B18 A18,0
ANGRY MARKS SCREAMER,2,E6 I4 H8 G11 J11 K15 H15 J18,3
THOUGHT IT WAS EASIER,3,D4 H5 F8 F9 G13 C16 B18,3
DEB&MAAR7,0,H1 E4 E6 B8 D10 D12 D15 C2 A18,4
LAZY SUNDAY 2,3,A5 F7 B10 B13 E14 F18,7
LAZY SUNDAY 1,3,I5 G6 H9 I12 G14 H18,5
DEB&MAAR10,2,F5 E4 D2 D9 F9 G13 E16 F18,4
TIROL POWER,2,D4 G2 E7 H10 A10 D13 D16 B18,7
JUST KIDDING,2,H5 J4 D9 A9 F12 D15 F18,5
DEB&MAAR5,0,D5 D4 B2 F8 C10 F12 C15 C17 A18,3
BLING BLING,2,D4 B5 D7 B10 D12 F13 C17 G18,8
LUCY MONSTER,2,B3 E3 F4 J3 K5 I8 F8 G11 G13 E13 C13 D15 C16 D18,0
1ST,2,H3 E4 I7 I8 D11 C13 G14 H18,2
DEB&MAAR6,0,C4 A6 D8 D10 I10 F12 G13 I15 A1 H18,4
GANJA,3,H6 E8 F11 F14 I15 H18,6
MARJOHANNA IST NICHT GUT!,0,H6 J8 J10 K12 F13 F16 G18,8
9 YEAR OLD FUN,2,F6 H5 I8 I10 H11 J11 F12 G13 E13 B13 A14 A17 K7 D18,0
SCRUNCH AND CRUNCH,2,B3 E3 C7 G10 F12 G14 D15 H18,4
DEB&MAAR4,3,E4 H3 H2 I7 F9 G13 I16 E18,3
DREAM ON,2,F4 C4 D9 G13 I16 F18,7
SCHERBEN BRINGEN PECH,3,E5 G5 G9 C11 B12 F15 B18,8
WARMUP-08 VAR2,2,A5 F5 D10 G13 F18,4
DAS PROBLEMKIND,1,G4 F4 F5 F6 F7 F8 I8 D9 E11 E14 C13 D16 F18,4
HOL ADIEU,2,K5 I5 I8 F12 F14 I16 G18 E18,8
BARRACUDA,2,J6 G4 H9 I10 J13 E14 F15 B12 C8 B18,5
MONDBRETT GAUDI,0,K4 H5 K9 K11 K13 G12 E12 C13 A16 A10 D18,7
BERGSTATION’S ADVANCED,3,F6 D5 H7 G9 K8 I12 J13 E15 F18,8
STARKBÄR,2,I4 D4 F7 F9 F12 F13 H14 F18,6
BERGSTATION’S STANDART,2,F2 J4 G8 E10 E11 B13 A15 D18,4
GEIGENSPIEL,0,E5 G5 H7 J8 I12 I14 F16 I18,7
HEARTHSTONE,3,D4 I4 A3 D9 B11 E12 G12 E15 I16 K18,8
THANKSIHATEIT,2,A5 F5 C7 C10 C13 E16 H10 D2 D1 A18,3
BOLERO,3,G6 G5 K8 H11 G13 D15 H18,7
GOOD TIMES BAD TIMES,3,E6 G2 A4 A6 C9 D11 J14 K8 F18,11
DIE TOTENGRÄBER,0,I5 J4 I8 H10 F12 J13 I16 F18,4
VERTIKALES LEBEN,0,C4 G6 D9 H11 I12 K12 G15 I18,8
37 PROBLEMS,1,E3 D2 D4 F6 E7 E10 B11 B15 D14 F18,7
GRIM REAPER,2,F5 J6 G8 F10 H11 J11 J16 I16 D1 H18,2
NIT MEI PROBLEM,0,I5 J4 I8 D9 E11 C13 G16 F18 H18,7
ZERMONTEROSA,2,C4 E6 D9 G10 G13 D12 E16 H18,3
PUMPED BUT FIT💪,2,H5 D5 I8 H10 K13 J16 H18,2
RUSSIAN WILDBERRY,2,A5 D3 C7 C10 F12 G14 K15 K10 H18,6
GIN TONIC,0,E6 D4 B9 B14 D13 G14 G16 K12 K18,7
THE WOLF OF WALLSTREET,2,E4 G4 G8 E9 E12 G12 E14 B15 B18,5
HANS IM GLÜCK,0,F2 E5 F7 I8 H11 D13 G16 H18,6
BOOGERBOI,2,D4 H5 F8 H10 G11 J11 K13 K15 E13 J18,4
CHLAMYNTINE,2,F4 F5 A4 D9 F12 C13 C16 B18,2
ZERMATTERHORN,2,E6 D6 C4 D9 G10 G13 D12 D15 F18,2
VAGINOSIS,1,A5 F3 J3 H10 E13 C7 H18,4
PUMPED AND FIT💪💪,2,H5 D5 G2 I2 I8 H10 K13 J16 H18,2
SUNSHINE OF YOUR LOVE,3,C4 A6 C9 G11 E14 I16 K18,12
WINKERFLEISCH,2,D4 H5 H10 H11 J13 G16 D9 H18,0
3+3+C++,3,G5 I6 G9 C11 F13 G15 J16 J18,6
REE,0,D5 G4 F8 D11 B14 E16 C18,4
DEB&MAAR2,2,H5 E3 F8 H10 E13 C16 B18,2
DEATH WISH,3,F2 D5 D11 D15 I9 A18,9
SLALUM,0,F5 E7 I7 E10 E13 F15 J16 A12 J18,2
OSTEKAKE,2,F5 H8 G10 F11 F14 C16 C8 F18,5
TUTANKHAMOON,2,E4 H5 H10 E13 E2 G18,5
AFTERMATH,2,A5 E8 D10 C14 G13 D18,2
CHRIS ADAM,2,E4 H3 H7 D7 G10 F13 H16 F18,4
WEED CITY,0,A4 B4 B8 E8 C13 G15 G16 K18,7
REACH END,2,H5 D4 F8 I10 E13 H18,2
FOR TAK LIGHT,0,H4 F3 H9 I10 G14 J18,7
GET IN THE ROOM,3,E3 H3 G7 C9 G12 E15 H18,10
DEB&MAAR3,2,F5 H5 F8 D10 G13 E16 E2 H18,2
MAXS SETS,3,D4 E5 F8 D10 G13 D15 H18,2
MNEMONIC,3,G6 G8 D12 D16 G15 K12 A6 D2 G18,11
BOAZN KINI,3,G4 I4 H6 K8 G10 H11 D13 F15 F18,8
DEB&MAAR,2,H5 G6 F8 G10 D10 F12 C13 D15 C16 B7 D4 B18,3
ANT,0,H5 F8 D9 G11 F14 F17 I18,2
IS GSCHENKT,2,C6 E5 G8 F11 I12 I14 H18,8
RESERVED FOR TRAINING,2,H1 D5 G10 F13 F14 B16 B18,4
ISAK OG BESTEMOR,2,K3 G6 G10 F13 J16 B7 J18,4
BODY OF LIES,0,E4 H3 E2 G7 B10 D13 G15 G16 J12 K18,10
RIGHT JUG LEFT UNDER,2,H5 E3 D8 H10 G13 C12 F18,2
FÜR’S GMIAHT,0,C4 E2 B8 G9 F11 D13 F18,8
MESSER’S PROBLEM,3,D6 C1 C9 E9 G9 G13 C15 D18,7
ANGY’S PROBLEM,0,J5 G5 G8 E9 A9 D13 C15 J12 A18,11
GUANDANAMERA,2,D4 E3 F7 I8 H10 J13 G14 G16 F18,5
MIND SWEEPER,3,J4 I1 I5 E7 E11 K12 F17 E17 A14 J18,10
FLIP-FLOP,0,H3 E4 G6 E8 D9 A12 F13 D15 D17 A18,2
TESTKSKF,2,H5 F6 F8 F9 I10 I7 I13 F15 E16 D14 B18,2
ACTION KIDS KINDERLAND,0,E5 H2 H7 E9 G12 C13 D17 A18,7
HIGH POWER,2,D5 F4 I8 G11 G13 C16 F18,4
40 IS THE NEW 30,0,D5 D9 F11 I13 I15 H18,8
SASHIMI,0,F2 B2 D5 J8 H12 I15 G18,8
ST PIERRE,0,F2 D5 F7 I12 I15 G18,8
SUSHIMI,0,F2 B2 D5 J8 H13 I15 G18,10
JH 3,3,D5 J5 G7 G2 G12 H13 I16 D11 E18,8
SCHWEIZENBIER,3,E4 H5 C7 B9 F10 D12 H14 G16 F18,7
BOAZINGER,2,B4 E5 E8 H9 F12 B13 C16 G2 B18,4
HANG LOOSER,2,H5 F6 F9 H10 I8 F12 G14 H15 F18 H18,3
MONDBRETT,3,F2 G3 G8 D9 G14 H18,8
TOP GUN,3,I5 G9 E9 F13 C15 F18,8
KOLLOQUIUM,2,G3 F3 F7 G8 F12 G13 C16 F18,4
PROGRESSION,2,F5 H5 I8 D9 E13 A16 D2 F18,2
SCHNAPSIDEE,0,J4 H2 E4 E7 C9 D12 D13 H13 H16 K12 J18,7
MC 2,2,H5 I7 I8 E8 E6 D12 C13 G13 G14 I12 J11 C16 K1 D18,4
JH 1,0,A5 F3 C7 G9 F11 H13 G15 C15 D18,7
HURRA DIE GAMS,0,E5 A3 D9 I8 H11 I14 G15 E15 D18,7
WATSCHNOAFACH,2,G4 I1 I8 G11 F13 D12 D16 H18,7
LANDEI,0,H3 H4 D5 F9 K11 H14 I16 F18,7
EVIL KNIEVEL,0,B4 D9 G10 E12 E15 G15 C18,7
GABBADOO,2,F6 G2 F9 I9 G13 G14 J15 H18,6
JH 2,2,G6 J4 K9 G11 F12 B13 D15 A18,5
TEXAS LEGEND,2,G4 J4 I7 G10 G13 E14 D16 D18,5
LOGGER BLEIBN,2,E4 H3 F6 I8 H10 F12 G14 H15 F18,4
MC 1,2,B4 A5 E7 C10 A11 E14 E16 G17 H10 D1 H18,4
FONGALEX,3,H5 G6 D6 F9 G11 D12 E14 D18,6
HUMPA LUMPA,0,E4 G6 G8 I10 D12 E14 B15 K3 F18,7
S’MANDLE TUAT ZEINEN,0,D5 G5 H7 J8 H11 F13 B13 A15 C18,8
APPLE SIDER,0,E6 F5 G2 G13 D12 A12 C15 E17 A18,8
LEFTIE,3,F5 J7 K13 G13 F12 D10 I16 J18,3
SIR LANKSALOT,0,I5 F5 F12 H11 K9 C14 B18,2
COME ON LYNNE,2,D5 H5 F8 H10 F12 G13 D15 F18,2
LYNNE NEEDS MORE,2,H5 E3 F6 F8 H10 F12 G13 D15 C16 E16 B18,0
CC5,2,H5 I7 H10 K13 G16 H18,2
JACK DER BÄR,2,H3 E4 E6 D9 F12 B13 D15 D17 F18,3
ROYALE WITH CHEESE,3,K5 J8 F11 E14 A15 E18,11
CC7,2,F5 A5 D9 G10 E13 C14 F18,3
LA SIRÈNE,2,C6 H4 A3 E9 G9 J10 E12 G14 H16 H18,5
DEADLIEST CATCH,3,H2 K6 I5 I10 E12 E14 A16 D18,10
BURSITUS VULGARIS,2,F5 F9 I8 F12 B13 C16 D18,4
EPICONDILITUS,2,A5 C4 C7 A8 E11 E13 G14 J16 J18,6
BULLDOZER NICK,3,F3 D5 G8 G10 K8 J13 G16 F18,7
CC6,2,F2 A5 E8 D10 H10 G14 J16 H18,4
FEEL GOOD,2,F5 F8 F9 F12 D15 F18,2
ERUPTION,3,F2 D5 K5 H9 I10 E14 F15 A18,12
MP4,0,D5 H3 J3 I7 J10 F10 F13 J13 D1 J18,4
GO4IT EMI!,0,I3 H4 F8 I10 D12 E14 C6 D18,7
SANICS REVENGE,3,H3 E4 B7 A11 F13 F17 J18,8
ANGRY MARK UP UP AND AWAY,2,D5 F5 E8 C7 D10 G13 D16 F18,2
EL CHALKO,3,A6 C4 D9 E12 C14 G15 F18,4
BERGSTATION,3,D5 D6 I8 J12 F13 F17 B18,7
BERGSTATION’S WARMUP,2,F6 H5 F8 H10 F12 G13 C13 C16 F18,2
JOYS SECOND PROB,2,D5 C7 F8 C10 F12 C14 E16 F18,2
JOYS FIRST TIME,2,H5 F5 D5 F8 I8 H10 F12 G13 D15 F17 I3 E18,2
INCHON,3,I4 K5 H8 I10 F12 B13 D16 B7 H18,5
MARCH,2,C4 F5 F7 I8 H10 F12 G13 E13 D15 C16 C11 I3 B18,2
UNDERPINCH,3,E4 A5 D8 B11 B14 E17 F18,12
BETA BLOCKERS,3,K4 G4 H9 I11 E11 F13 B15 D17 A8 A18,6
MP2,2,G4 D5 F7 H6 G10 D12 F14 D16 F18,5
SEND IT YOU NAME IT,2,H5 E4 C7 H10 E13 C16 J2 B18,4
COCOLORES,2,G4 I4 J7 F7 G8 F12 G13 J15 H17 B10 J18,1
FINGER TRAINER,3,E2 K5 H6 J8 F10 F14 J13 I17 K1 G18,2
420 TIME,0,K3 H6 J8 I12 I14 G17 C12 D18,4
BRIAN,0,C4 K5 J8 A9 D11 C15 F16 H2 K18,3
BLAKE IS HANSOM,2,H5 E3 I3 K5 K8 I8 H9 G11 H12 E13 C16 F7 B18,2
WORKOUT 21,2,J6 G4 F7 G8 F12 G13 J13 K16 H17 B10 F18,0
MP3,2,F5 E6 E8 F10 D11 F13 D15 F18,4
THE CHUNGUS IS BIG,3,K5 H2 K8 K11 H14 H15 H18,2
JUSTBREATHE,2,H5 F9 G13 C16 D2 H18,2
TEAM,2,H5 F9 D10 F12 E13 G15 H16 G17 F18 H18,2
RED HOUSE,2,F6 K4 J11 F15 J18,9
BREATHE (IN THE AIR),2,D5 H3 I10 D12 H16 B18,10
YUM,3,A6 G8 D12 H14 G16 J18,7
MEETING WITH A STRANGER,2,A5 A2 D5 D6 F7 G8 G10 F12 H14 G16 F18,4
SEIBPIÙ,3,K4 A3 E4 D9 D11 G14 I14 J8 J18,9
ACIERTA Y GANA,0,D5 J2 G7 D10 H12 H15 J18,5
GIUBI'S FIRST,2,F5 H5 F8 H10 E13 E16 C16 E18 D18,2
MAYBE HARD,1,K6 J6 G6 D8 D12 C13 I10 F18,8
RED JUNGLE,2,D4 H5 F9 D10 E13 E16 B18,0
BLAME GAME,3,K6 J6 G6 D8 D12 C13 F17 I10 F18,8
GRISÙPENSACITÙ,3,B1 C5 G6 F10 B9 E14 F16 I12 B18,10
PELLETS O PIENSO,2,F4 A5 E8 C10 G13 E16 H18,2
BLOCKADE,3,G3 I4 I7 F12 B13 F17 A18,6
MISCHMASCH,2,G6 J6 H10 F12 C14 E18,4
THE ZAG,2,G4 I4 G6 J7 J9 G11 F12 C13 B15 D17 D18,6
CAZANDO IWOKS,2,F5 E2 C7 F9 F12 J13 J16 H15 F18,3
YEET IT,0,E6 C6 G8 D10 F18,1
ERIC3.0,0,A5 C4 C7 B8 C10 D11 D13 D15 D17 B14 D18,2
UNTIL THE END,2,D6 B4 D7 A9 D11 F10 J8 I14 H14 I17 G18,7
CHASE THE CLOUDS,3,F5 E6 J6 J12 H13 E12 E11 B8 J15 H18,6
ERIC 2.0,2,C4 F5 E6 F8 D9 C10 E11 E13 C13 D15 C16 D1 G2 B18,2
TEAM HOBBIT2,2,F5 H5 I3 I7 I8 F8 H10 J11 G13 K15 J16 J18,2
BLACK HILLS,3,G4 J6 F7 G8 B9 B13 D12 E14 A5 D18,5
RED CLOUD,2,F5 B4 F7 F10 G12 H14 D16 D18,4
FIGHT BACK,3,J4 F2 G6 I9 E10 F11 C12 A8 D17 A18,8
THE WALRUS WALK,3,K5 K3 K1 I8 D9 E11 E14 H15 B7 I18 K18,7
SAND OF DESERT,3,D5 H4 I9 G12 H13 C13 D17 C18,7
SUMADA SPAN,3,B5 F2 K4 I8 G13 D18,10
CHEVAL BLANC,3,B4 E6 E9 G9 H9 J12 H16 E15 J4 H18,7
KANK,2,D5 H5 F8 G10 E13 C14 A16 B18,3
YES YOU CAN,3,J6 J4 F4 D6 J8 H11 H13 G14 H17 D18,4
COUNTER MEASURE2,3,G4 K4 H8 K11 J14 K17 I18,5
TODAVÍA MÁS FÁCIL,3,A5 B3 A8 E8 E13 C16 A11 F18 H18,0
PAPPI POGO,0,H5 H6 D8 G13 C18,10
STRANGER THAN COMPTON,2,H5 K3 K8 H10 I13 E14 F15 B18,6
NO FLOW TODAY,2,A5 G8 E11 F13 E14 H18,7
777,2,G4 D5 F7 D9 E11 D12 F15 D18 E18,2
MUSEUM OF FLIGHT,0,D4 F2 G5 D6 D10 H10 F18 H18,8
FELLOWSHIP OF THE PUG,2,D6 F5 B6 D9 E11 B13 C16 D18 G18,2
IS HE A BIG BOY?,0,J6 K9 G13 I16 F18,8
CALIFORNIA SON!,3,C6 E5 B5 D11 F13 D16 G9 D18 A18,6
AIR TIME,3,F5 A5 E13 F18,8
CRUNCH TIME,2,E4 F5 H8 D10 E13 C16 D18,2
SPANK ME!,0,I6 G5 D9 I10 J13 F13 H18,6
ALTITUDES FINEST,2,I3 F5 F8 I7 H10 C10 F12 G13 E16 E18,2
AA ECCO,2,F5 C8 E11 E14 G16 D18,4
POUTINE,2,A5 F3 E8 D10 C14 G13 F18,4
OOOOUU MAMA!,0,J4 G4 G6 G8 C7 C10 A10 B13 A16 D18,2
MAPACHE ELÁSTICO,2,A5 A6 C7 C10 F11 B13 C16 G4 B18,3
MHSBOIS2,2,E4 H5 F8 H10 F12 E13 G13 F18,2
ĽAHKÝ,2,F5 H5 I8 G10 J13 I16 H18 J18,2
RED PARTY,2,B3 A6 E7 D10 E13 B18,3
STRAIGHT BUT NOT,3,F5 H5 A4 D9 K10 G13 J16 H18,6
TESTTEST,2,G1 D1 C5 F5 G8 F11 D10 D15 F18 H18,1
AUF MESSERS SCHNEIDE,3,F6 H5 I8 H10 E14 E16 C13 H18,4
NASCALA,0,K1 J4 K7 H9 G12 D13 D16 A9 D6 A18,6
EASY1,0,F5 A5 D9 H11 D15 F18,2
GOVERTDEB,2,A5 F2 F8 C7 D10 E13 F18,3
DAIQUIRI,0,D5 K5 I7 I9 I10 J13 D12 F18,7
SADA,2,C6 I6 G10 D12 D15 B18,0
TOMKA I,2,A5 F5 F8 D10 E13 G13 C16 B18,2
GOVERTSUL,2,A5 F2 C7 B10 E10 E13 C14 F18,2
DA SBARRA A SBARRA,2,C4 B8 F12 K15 K18,7
ROBOTS ARE GREAT FRIENDS,0,C4 B7 D11 F10 F16 C15 D1 G18,8
DAYLIGHT SAVINGS,3,A5 D5 G7 D9 J10 F13 E14 H17 E18,6
BRECCIA,2,D4 H5 F8 H10 E13 C16 A18,2
RACLETTE,2,J2 G6 I10 E11 J13 G16 F18,5
HMMMMMMM,0,F5 F8 D10 H12 I16 J16 E18,7
JENNY1,2,E6 F5 F8 D10 F12 E13 C16 F18,2
FACELESS,3,F5 H4 J3 J7 F8 H11 K11 J14 J16 J18,4
HMMMMM,0,F6 H5 C4 E10 K10 G13 E16 J18,6
SWITCH,3,J4 J6 F7 I10 F13 J15 F18,6
DADDY’S PROBLEMS 5,2,B3 D5 C7 A8 A11 C10 E13 E16 J16 K12 C1 J18,3
A 2,0,H5 C7 G10 F13 B12 D18,6
WA II 25,2,I3 G8 K11 I15 I18,7
EMBERS CIRCLE,2,F5 H5 I8 F8 H10 J11 G14 E13 C14 C16 J16 D10 F18 B18,2
LOCKNESS,1,H5 E4 B7 D9 F12 B15 D18,6
BK#1,2,F5 H5 H3 H10 J11 J16 J18,2
MANAGEMENT TACTICS,3,D4 G6 B8 E11 E14 G17 H18,8
SWIRLY BURLY,1,F4 C1 D8 A8 D12 C13 D18,8
YELLOW SUB,3,C4 E6 F8 D11 F13 F16 C15 C2 F18,3
ARE PUPPIES OK?,3,D4 E7 G10 H12 K14 J18,8
SLIDE FROM THE RIGHT,3,G5 I6 J5 G10 E9 C13 H15 F18,7
