Name,UserRating,Holds,Grade
MESSAGE FROM SHINGO,0,I5 I10 E11 E14 I16 K18,7
KEINE AUSREDEN,2,F5 H5 I7 F8 H10 F12 G13 E13 E16 C16 F18,2
*POWER SQUEEL*,2,D2 G1 H8 H12 D12 G15 A7 D18,7
STRETCH LOUIS,2,E3 H5 G10 F10 G13 D15 F18,2
WOODEN DONGUS,2,E5 C6 C9 G9 E12 H16 C2 F18,2
HEY THERE,2,D5 H3 K6 H10 E13 D15 A15 B18,2
GUCCI FLIP FLOP,2,E4 H5 G3 F8 I8 J11 G14 H16 H18,2
SEARCH FOR FRICTION,3,H4 H6 E7 F10 D11 G14 G16 J17 J10 G18,6
SWOLLEN JOINTS,2,B4 C7 G10 G13 D18,6
UNDERCLINGELING,0,H5 F6 F10 G13 J18,3
TAB TIME,3,I6 J5 E8 F11 C12 G15 F16 B6 J18,8
THE CRUNCH,2,F1 H5 J3 J11 F9 C7 E13 F18,2
REACH FOR THE STARS,0,E4 F8 E13 E18 F18,4
"DON'T SKIP A HOLD, BASTAR",2,A5 F5 F8 D10 E14 E16 J11 H18,3
ACROSS THE WORLD,2,C4 B9 F11 F13 G16 K18,5
STONE MAHONE (ALT),2,J6 G4 F7 G10 D12 E14 D15 A8 F18,3
NATSIVARIS,2,F4 B4 E6 I6 I8 H10 D12 C13 D15 F15 F18,2
6CHBG,0,H6 J6 C7 C4 C3 D11 F13 G14 H15 F18,5
TRENINGOWY 2,2,H5 F6 F8 I7 J9 J11 H10 F12 G13 E16 F18,0
DUBBLE CRAP,3,F5 D9 F12 G13 K15 J18,4
N°2,0,H5 G6 F10 D11 E14 B16 B18,5
TRENINGOWY,2,F5 F4 F8 I7 J9 J11 H10 F12 G13 E16 F18,0
BYC KIDS PROBLEM #2,2,J2 F5 H5 I8 F8 H10 F12 G13 E16 F18,2
BØRNE MOON,2,F5 D5 F7 F8 D9 D10 F12 E13 D15 C16 E2 D18 B18,0
OH BOY,3,E4 E3 I7 D9 G13 D16 F18,2
STRETCH THAT APE INDEX,0,E4 I5 G7 H10 D9 F15 A18,4
VIA LIBRE,2,A5 B4 E8 A11 C13 C16 G14 A18,3
FOR VIVIAN,2,H5 D4 F4 F8 J9 J11 F12 G13 E13 C13 D15 J2 F18,0
YEETUS 96,0,E4 A4 A5 C7 D9 D12 F13 G11 G15 G16 G18,4
STEP UP 1,2,F5 H5 B4 D9 D11 E13 G10 C16 B18,2
TENSION FOR DAYS,0,B4 C7 G8 H9 K11 K13 J18,6
PINCH STREET,2,D5 F5 G7 D9 F12 H15 G16 J18,2
ANNOYING,2,A5 E5 D2 B7 B8 D10 C11 E13 E16 E18,3
ANNOYING 2,2,B4 A6 B7 F8 I7 D10 G13 H15 J16 J18,4
FOR VIVIAN PT2,2,H5 D4 F4 F8 F10 F12 G13 E13 C13 D15 J9 F18,0
BYC KIDS PROBLEM,2,H5 F5 E7 H10 F12 G13 E16 F18,2
MUSA,3,E6 B6 B8 E11 E14 B14 A3 D18,5
MASHABKOVICH,2,A3 F4 C7 F11 F13 F14 C15 D17 A18,7
DOES THE TING,0,A3 C3 E6 C8 H10 I14 I16 K18,6
ADRIANNNNN,2,D5 F5 K5 I8 H10 G13 A13 C16 D8 B18,2
YO ADRIAN!,0,F6 I3 H4 I7 I8 D10 D13 C13 C16 H18,4
ALCHEMIST,0,F3 B2 C7 H6 F12 F13 I14 H18,6
FOOT IN YOUR MOUTH,2,F2 H1 F7 C10 F13 D16 H18,6
STEP LADDER,2,F5 H5 I8 F8 H10 F12 G13 H17 F18,3
RES-EREXTION,2,A5 C3 I4 G7 F10 G12 H14 G16 J18,8
S-Y,2,I5 F5 B4 D2 D9 F12 E14 H15 F18,5
MINI DOG,0,F5 F7 J8 G13 E14 D18,6
IBUMP,0,C6 F3 G9 F10 F13 C14 H18,7
REZ-ERECTION,3,A5 C3 G7 F10 G12 H14 G16 J18,8
*ADAM ONDRA POWER SQUEEL*,0,E3 G1 H8 H12 D12 G15 A7 D18,7
CHEEZIT TO BEAVER,0,F3 D3 G6 F7 B9 C13 G14 H14 H18,7
IT’S DONE!,2,F5 D1 E7 F8 B8 B11 A11 B13 A14 C14 C16 D10 B18,2
FULLARACA,0,G6 J3 J8 I11 F10 D11 E14 C18 I18,7
HOPFEN UND MALZ,3,K4 H7 K11 F13 E14 A16 D18,5
QUESTIONABLE?,3,H5 D5 G4 F8 I10 F12 G13 D15 E16 B18,0
AROMA DE CALDERS,2,H1 E4 G8 F12 E15 H18,6
AIRAM,2,F5 C7 C10 F12 G14 I16 F18,4
BIGGIE SHMOLLS,0,F5 H2 I8 F12 F16 C15 A9 C18,7
CREAM COLORS,2,B2 D5 G10 A10 A11 E15 C17 A18,9
LIEZNER' LEISTEN,2,E6 F5 E9 A9 D11 D13 E15 I17 J18,4
TWISTED TRUTH,3,I2 E3 G8 K9 H12 F13 B15 C18,6
WARMING UP MOONBOARD,2,H5 D4 F8 I8 J11 I13 E13 F15 C16 B9 B18 E18,0
LOST PROBABILITY,2,H5 F5 E3 I8 H10 J11 K13 K15 G13 H18,2
PROBLEM 2 NA WARMUP,2,H5 D5 F8 I10 F12 E13 G15 C16 F18,0
ASAP ROCKY,2,D4 H5 G8 H10 D9 C7 D12 C13 G13 D15 B18 F18,6
BOULDER 1 NA WARMING UP,2,B3 F5 D9 H10 F12 G13 C16 D18,0
YEEET,3,F5 C7 G13 F18,8
MATCHLESS/MORE,2,D5 H5 C7 D10 J10 G13 K15 D2 H18,2
NANODINO,2,D5 F4 D2 I7 F12 D15 I16 H18,2
PROJECT A,2,F5 B8 E13 E16 I18,5
POWEND2,0,F6 H5 D9 I11 I14 F13 E17 J18,4
DO BETTER,0,D5 H5 J8 G9 G10 G11 I14 F17 G18,4
PWDEND1,0,D5 F5 B8 F11 F13 F14 B16 F18,4
POWEND3,3,D5 C7 F7 C10 E12 G13 H15 I16 A4 E18,4
TRKWK,0,D5 H5 G10 I14 F17 G18,2
SPANNER ON THE CHIPS,3,F5 H8 G10 J11 H14 J16 J18,3
TINY FEET TINY HATE,3,C4 A6 A8 C10 C13 E14 D17 F18,3
"ROSIE, THE ROBOT MAID",2,C4 B8 H9 G10 K11 K15 H14 K6 J4 F18,5
STONE MAHONE,2,J6 G4 F7 G10 A8 B13 D15 F18,5
PAS,2,C2 F5 G8 C7 D10 F12 F14 D15 F18,2
OUCHIE MAMA 1,2,K4 G6 G11 G13 C16 K9 C18,3
ELAN3030,0,C4 B7 D11 F13 E15 I17 I18 G18,8
CAMPUS FOR FOOT IMGURY,2,H5 F5 F8 I7 J9 J11 H10 G13 E13 C13 D15 F18 H18,2
ROMITO SUGAR,2,E4 G7 E10 I10 I13 F16 J3 F18,7
CARAHUEVO,3,K5 K4 K10 E11 E9 E14 B12 C18,11
"TEST, TEST, TEST",2,B3 F4 F6 F8 I10 G13 J14 F18,3
ANTICRISTO,2,G5 J5 H3 F7 I9 F12 E15 I16 I18,9
BIFIDUS ACTIVE,2,A4 B3 G8 G10 K11 H15 G16 D18,9
ICE-SCREAM,2,H5 K5 G3 B7 D12 E14 C16 H10 D18,4
WOODEN LEAGUE,2,K6 J6 K9 H10 G13 G15 D16 C13 K1 H18,3
HELP ME GRADE THIS ONE!,0,D6 B6 F8 F13 B15 E17 E18,7
NO LIGHTS,2,F5 I7 H10 F12 E16 H16 H18,3
WOOD AND JUG,2,C4 D2 B8 C10 C11 E13 E9 H9 J11 H16 G16 J18,2
MAKE IT JUGGY PLEASE,2,F5 I3 I7 F8 H10 E13 G17 F18,2
X-MEN,2,D5 J4 H9 F10 F14 G14 J13 A15 D18,6
TIISTAIHUMPPA,2,F5 G10 D10 F13 E14 F18,2
I AM THE CAPTAIN NOW,2,F5 C3 C7 G8 D10 F12 F14 D15 F18,2
JUMPING ABOUT,2,A4 E3 F8 J11 E13 K5 D18,3
REGLETAS Y DEDOS,3,I3 F6 F10 D11 F13 F14 I14 C2 G18,7
YEETUS97,0,E3 I2 F6 F9 D11 F13 F14 E14 C17 A1 C18,4
NBA,0,E2 C6 C10 J10 G13 H16 K18,6
YEETUS99,3,H5 D4 I8 G11 F13 D15 E18,5
CARDENCROSS,3,C4 B7 E8 D9 D11 F13 E15 G17 G18 I18,4
NATE IS SAD,0,H3 E4 H6 G8 E10 D11 H13 H14 H15 A14 F18,6
YEETUS98,1,D5 H4 E8 D10 A11 C13 E16 G18,4
NOVAMOXIN,3,C4 B7 A9 F10 J11 J14 I7 K2 K18,10
ALLIQUEON,0,A5 B4 C7 B8 D11 F13 D15 G17 G18 I18,4
RYEALEIGHA,2,B3 C4 C7 A6 C10 B12 C13 E14 D15 E17 F18,2
"WHAT, UM",2,K4 H5 I7 H9 G10 F12 G13 D15 G17 H18,2
DEDOS FRITOS,3,F3 B3 A8 D9 E12 D16 B15 H18,7
MANGOS BUENOS,2,A5 E8 D9 H10 G14 K15 H18,3
CAMELIMINATE,2,F5 H5 G10 G13 F18,5
REAL SHOULDER OUT,3,F6 K4 G11 E14 D18,11
F**K OFF H****Y,0,J6 G2 F8 G13 B15 B18,6
K.I.S.S,3,G6 J4 I9 F10 F13 D16 H18,5
NAP TIME,3,G3 E6 C9 G12 E15 H18,7
JD034,0,G6 I6 B7 F10 F11 C13 G16 C18,8
SCHULANFANG😈,2,F6 H5 I7 J9 J11 H12 J14 J16 J17 F8 C1 J18,1
SCREW,3,F5 H10 J11 J16 J18,3
PINCH & PEDRO,3,I6 E3 D9 G12 E14 H16 H18,7
FUN WITH JUGS,2,I3 F6 I10 E13 C16 B18,3
BUBBLES PERSONALITY,3,E6 G3 G10 C13 H16 H18,5
BOOSTER JUICE,2,D5 H5 E13 F18,7
HEEL ‘N MATCH,2,H5 D5 C4 H10 E13 F18,2
52 POINTS TO HUFFLEDOOR,3,G3 E6 C9 E12 G12 H16 D18,7
ELPIÉ,0,J3 H6 K9 E9 F11 B12 E14 B18,7
PET GROUSE,0,F3 D5 H10 J9 E13 J18,6
LATE NIGHT SNACK,0,F5 B5 D10 H11 F14 D18,4
TURBULENCE,3,H3 D5 G7 G11 J13 I16 J17 E18,8
BANNED WORLD,2,G3 F3 E6 H10 F12 E14 D15 H18,3
D2 9/9 V2,2,H5 I3 F7 B7 D10 E11 H10 B13 D15 C16 F18,1
"""岩至上主義""",3,K6 G4 H9 H12 D13 G16 H18,9
EASY BEAR,2,D5 F5 F8 I8 H10 E10 F12 E13 D15 C16 A11 J2 B18,2
D2 9/9 V4,2,F5 C7 E10 D12 G13 J14 J9 G17 D1 F18,1
THINK IT GOES LIKE THIS,2,E3 I3 H8 D8 E13 B18,2
9/9 V2 A,2,E4 F6 F8 D9 F12 G14 J16 J10 C2 H18,0
FLOOCHETTE - LH,0,E5 B5 A7 D7 E9 C9 G9 E12 B15 C18,2
O-YA,3,E4 C6 C4 D9 D10 G11 J11 K8 K15 J16 J18,2
SOFT BOY,2,J5 G2 H8 F11 I14 F17 K18,8
FINGERS LICKIN' GOOD,3,C4 B8 F10 F13 F14 F16 C15 J8 G18,7
D2 9/9 V3,2,J6 K4 I7 F8 F9 B10 E13 E16 I11 B4 H18,0
FKJ [DK],3,E3 J2 H5 C7 E11 B13 G14 F17 J18,1
ROSY CHEEKS,0,A5 I5 F10 I12 I16 C17 A18,10
THUMB CATCH,3,C6 E6 B8 F10 D12 H15 E18,6
FREE LANCE A LOT,3,C4 D5 G7 D11 H14 H15 K12 G1 K18,4
CHARLIE'S MATCH,3,G4 F4 B6 H9 F11 E14 C13 H18,5
SQUEEZE HARD,3,F5 I3 E8 C9 B12 G13 J14 H18,6
FLOOCHETTE,0,G5 J5 K7 H7 G9 I9 E9 G12 J15 I18,2
ANNA,2,F4 H5 H8 E7 D9 H11 G13 E13 D15 F18,2
REACH1,2,H5 D5 F7 D10 G13 C16 B18,2
RED AND RIPE,0,I3 E3 E7 J9 J14 J18 E18,10
THE BLACKOUT 😁,2,F4 G4 D5 D6 C7 B9 C10 E11 F12 G13 G14 D15 D18 A18,2
BATTLE SCAR,3,K5 J2 H9 K13 G16 G17 B18,7
BANANA PIE,2,A5 D6 B8 C10 F12 G13 G16 C14 F8 J18,2
SHOULDA HAD A V8,2,K1 G4 G1 J7 K12 D11 C13 C15 G17 I17 A9 K18,10
CANNIBAL,0,J3 K5 J8 J10 I14 I17 K18,11
THE BRIAN RUSSELL PUSH,0,G4 K1 J7 K12 D11 C13 C15 G17 I17 A9 K18,8
EASYPIZZI,2,C4 F5 B8 D10 D12 E13 C16 D18,2
SHOULDER OUT,2,K4 F6 F1 G11 E14 D18,11
LEFT PULL,2,E3 H5 F8 E13 E18,5
PULLY PUSHY JUMP,2,A5 B8 D9 G10 E13 F18,7
BABY GIRAFFE #1,2,F5 G3 F8 J8 J11 G13 J16 H18,2
PHAT YUMPS,2,F5 G2 F12 F18,9
LORDS OF THE ROTARY LIGHT,0,K5 G8 J10 K12 K13 E14 G17 C17 A18,7
SHOULDER VAR,3,K4 F6 C5 G11 E14 G16 D18,10
SOMETHING SIMPLE,2,H5 F5 F8 I7 H10 F12 G13 D15 E16 C16 B18,2
HARDER SHOULDER,3,K4 F6 G11 E14 G16 D18,10
JEFFY,2,F4 D4 F5 G3 D1 C7 F8 D10 F12 E13 D15 C16 B18,2
EASY MOVE,2,E3 H5 F8 I10 E13 C16 B18,2
IDK THE GRADE,2,E4 F5 F7 F8 D10 E11 E13 G14 E16 F18,2
BLOODY PINCH,2,D4 H2 I10 E9 H14 K18,11
ALL THOSE LITTLE STARS,3,I4 D5 D11 E14 I9 B18,8
MRS STONED,0,H5 D8 I10 E13 A14 D18,2
MONEY FOR NOTHING,0,I5 D5 H10 E13 B18,2
KEN CHALLENGE NO. 1,0,A5 D6 D9 G10 I8 F13 I15 H18,5
NYA 1,0,D6 H5 F9 C12 D15 F18,2
FREJAS AKILLESHÆL,2,F5 H5 F8 D9 F12 E14 G17 F18,3
FREJAS AKILLESHÆL,2,F5 H5 F8 D9 F12 E14 G17 F18,1
NO ONE,2,H5 H8 D9 G13 D15 H18,3
MUSHROOMNYA 1,2,H5 F6 K6 I8 H10 J11 K13 K15 I16 G13 E3 J18,2
DUC THANH,2,J2 H5 K8 H10 G13 D15 F18,2
MIHO NO1,2,K4 H5 I7 J9 J11 I13 J16 J18,2
NHAN PR R1,3,K5 G6 J9 D10 G13 G14 J16 K2 H18,3
TRIPLE CROSS,2,F5 H5 I7 I8 H10 E9 C11 E13 G13 E16 C16 B18 C18,2
NHAN PROBLEM R1,3,G6 K5 J9 D10 B13 G13 J16 H18,3
MR STONED,0,B3 D3 G6 G8 E11 D15 B18,2
VY VY PRL,2,I3 G6 I8 D9 C4 G13 E16 H18,2
DWÓJKA ANDRZEJA,2,H3 J6 F8 H10 I15 D16 F18,6
OOOSCH,0,E5 G5 H8 E8 E14 G13 J11 G18 I18,4
NOT MOONBOARD,0,I6 H7 K7 I9 G9 G12 H13 J12 J10 J15 G15 H16 I18 G18,2
STEEP AS IT GETS,3,J2 G3 C3 F5 D9 G10 G13 D12 C16 D18,1
BIG HAND BIG PROBLEM,2,A5 C10 F12 H14 H15 J18,4
3TOP,2,G2 I3 I7 G11 H15 D18,8
GO ONE,2,D4 D9 F12 G13 J15 G17 I7 H18,2
PUPPEKLEM JUNIOR,3,E5 C6 C9 E9 B12 E15 G15 A4 I18,10
CORNAS IN THE LOLO’S GIRL,2,D4 H5 I7 F8 E10 I10 J11 G13 J16 J2 G2 H18,3
RAWRXD,0,K6 H6 F12 G18,11
EASY A+F,2,F5 I8 H10 G13 E16 H18,2
MR. MOJÓN,2,B3 C9 G8 E12 F13 E16 A18,9
PIĘTA ANDRZEJA,3,G2 J2 I7 F10 F13 D16 F18,6
PRZYBLOK ANDRZEJA,2,A4 B8 E11 C14 H15 H17 J18,6
MORPHOSAURUS REX,2,D4 H1 G10 E13 B18,5
ANDIS POWER,0,B3 F5 G6 J7 H11 K13 G16 F18,4
ANDIS PART2,0,K4 G6 F9 D8 C13 D15 F18,3
ANDIS LINE,3,H1 D5 G7 D10 J10 G13 I16 H2 H18,3
ANDIS HARD TOP,0,K3 G6 G7 D9 G13 E15 I18,5
KEEP IT GANGSTA,0,G3 J4 K9 H11 J13 E15 F7 H18,4
ANDIS TOP,0,A5 F5 F9 I10 G14 G15 D18,3
THE WOODEN WAY,3,J5 I6 D7 G9 C11 D13 B15 C18,8
THEBLACKPARADE,2,D5 F3 F7 G10 D12 E14 D15 F18,2
SPREADYOURWINGS,3,I4 D4 C7 D12 E15 J13 I9 H18,7
ANDIS PART,0,B3 D4 B8 F12 D15 A18,3
WHISKEY IN THE JAR,0,A5 J6 E8 D9 F12 G13 K13 J16 J18,2
THE WOODEN WAY - RH,3,B5 C6 H7 E9 I11 H13 J15 I18,8
EASY PLAY,2,J6 K6 K4 I8 I10 F10 D12 G13 D15 C7 F18,4
RAPID RED HAIR,2,D4 H5 F9 I10 G13 I18,5
VAN HALEN,3,A5 D5 J4 F9 F10 H14 H15 J13 F18,5
F U,2,D4 G4 H6 I10 I14 E13 D16 D9 H18 J18,4
SUNNY SIDE DOWN,2,F5 F10 G13 F16 K18,7
HARD CLIMB 2,2,D4 F3 E6 H8 H10 G13 E13 F17 B18,3
TENDON CRUSHER,0,C5 B6 H6 H7 J10 E14 G18,12
BREASTICLES,0,E6 D5 H8 I10 E10 E17 F17 J14 B18,6
HARDCLIMB,2,D6 A6 A11 C10 G9 J11 E13 H16 G17 D2 J18,3
BOLGNA,2,J4 G6 I8 H10 D9 G14 G17 I16 H18,0
TOKYO DRIFT,3,F5 B8 E13 E18,6
DRI START,3,D5 H9 E13 F18,6
SPARKY SPARKY BOOM MAN,2,A4 A6 F8 D10 J13 I16 H18,5
SECOND FLIGHT,2,H5 D5 D10 G13 C16 F18,3
SUNNY SIDE UP,2,F5 F10 F13 D17 J18,8
COMPLIMENTI ALL TUA MAMA,2,K1 H5 K6 I8 J10 H12 I14 G16 G17 F9 E18 D18,5
FREIFLUG,2,A5 C7 D7 F9 H10 J13 G16 K7 I3 F18,6
BUMPING CAN BE EASIER,2,D5 G4 F7 C7 G10 F12 B13 D15 D18,1
WELCOME TO THE JUGGLE,2,F5 D9 G13 C16 B18,2
HUONO JALKA,0,G4 I5 I10 H11 J13 G14 I16 D9 F18,5
BOREDOM,3,G6 I3 K9 F10 F13 C16 F18,7
PINCH THAT CRIMP,3,F4 J6 F7 I10 F12 H16 D18,3
PLAIN WHITE BREAD,2,H5 J2 I8 H10 J11 G13 E13 F18,2
IDUNNO,2,C4 H4 D7 G9 G13 E16 C11 E18,2
ONAN-GUTAN,3,A3 F3 G7 A8 E13 H18,5
BUMFLIES,2,F5 H7 D7 F11 G15 E15 F18,10
BUMPALUMP,2,B3 H5 K5 K9 J11 F13 G14 E16 F6 K1 F18,6
OUT OF REACH,3,H5 D6 H9 I11 E13 F17 J18,3
MARCO AURELE,0,K5 G1 J2 J3 F7 F11 F14 F16 C15 J10 G18,4
LOST PROPERTY GOT ME,3,G4 J4 H8 F10 C12 H14 D17 A8 A18,7
KUL DOWN,2,H5 F8 A8 E11 B13 D17 A18,4
RAW,2,H5 F5 F8 I8 H10 F12 G13 F15 D15 E16 G16 H15 F18,2
JTE DIS QUE CA MARCHE,0,I3 I5 F7 G10 G16 B13 H18,4
RY NONSENSE,3,G4 J6 F6 F12 J11 C14 A9 E18,2
SANDY BAGEL,3,G6 I5 G7 D11 F15 B16 B18,10
MONKEY DOO,2,F6 H5 D5 B6 C3 D1 D10 E11 G13 E16 H8 F18,2
TATE VS MOONKICKS,0,I5 B3 C3 D10 G9 C16 B18,2
SHOOOOOULDERY PROJ,0,E4 B6 K5 J11 K12 K15 E16 F11 E18,2
KULING💎💴💶,3,B3 E3 D5 G6 G9 F10 G12 E13 F15 G16 E17 F18 D18,0
FIGURADO,0,B3 H1 G8 H9 K12 K13 J15 H16 F17 A18,8
I ONLY SEE RED,2,F6 H5 G2 F9 D10 A6 A14 B18,1
STILL SHORT,2,F2 H6 D5 E8 D11 G12 F13 G14 G16 H18,2
CHUNG TEST 1,0,I4 K7 K8 J12 G15 E15 C18,2
NO WAY THIS WORKS,0,K1 E4 D4 E2 F9 D10 C16 B18,2
LORDS OF THE ROTARY,0,K5 G8 K12 K13 E14 G17 C17 A18,8
SMALL NOT TALL,2,D4 G4 B4 C7 F7 F9 F12 D11 C13 E14 C16 E18,2
WUKI,2,H5 I9 H10 K15 H18,2
FOREST BOARD 1.0,3,A4 C3 C7 C11 B12 A10 E14 D16 H18,4
JD031,3,E4 G4 G8 F10 H12 H15 I15 F18,7
MONKEY SEE,2,E4 H5 K5 H8 F8 J11 G14 J16 C3 H18,2
BIT OF A STRUGGLE,3,A5 D5 E4 A8 C10 D15 B18,2
LET'S TEST THIS ONE,0,A6 C10 I9 G13 B17 E3 B18,1
CHILL,2,H5 F5 F8 I7 H10 D10 E13 C13 C16 D1 I3 F18,2
GOOD ONE,2,H5 G2 F9 H10 F13 H18,0
JD032,2,G6 I5 G10 F13 D12 C15 D2 F18,6
MORNING HAS BROKEN,2,A5 F3 G8 F12 G13 D18,5
RED PATH,2,H5 K4 I7 J9 J11 H12 J14 I15 J16 F8 J18,2
JD033,3,K5 K6 I6 H8 D11 F13 D16 K1 E18,8
BIG YOINK,3,H5 K6 J2 H10 E13 I15 J18,2
3 MOVE WONDER,3,F5 A8 E13 B18,4
CASO2º,2,C4 A5 D9 G7 G1 F13 D15 D18,5
ZILLA 1.0,0,E4 D7 A10 F11 C15 E18,10
YEET2,2,C6 B3 E6 F12 D12 H15 F18,9
YEET1,2,D5 H5 F7 I8 F12 G13 D15 F18,2
FEET?,2,F5 A8 E11 E13 J16 H18,2
CAME A LONG WAY,3,E3 H5 D10 G13 D16 H18,5
WHITE N RED,3,A5 E7 B13 G15 H18,9
A GOOD FIT,3,D5 H5 G4 D9 G13 C16 D18,3
WARM UP MEDIUM,2,F5 H5 I8 H10 D10 E13 E16 F18,2
PIMBA!!,2,E3 H5 F8 E13 E17 B18,4
OBIEKTO 2 MBT,2,D4 I3 F8 E13 B18,4
BERT1,2,D5 H5 I8 F8 H10 D10 F12 G13 D15 F17 F18,2
JUG HAUL,3,D4 H5 D10 E13 A16 F18,4
MEMOA,2,A5 F5 G8 C7 D10 E13 B15 A16 C18,2
GRR,0,C4 D7 H10 F15 D14 B18,8
MY DADS RAKE,2,I4 E3 D1 G7 B8 E11 A14 D18,6
FREEZER BURN,3,J4 H9 H13 D16 I18,10
NATHANIEL GRAB IT,3,F6 K3 K8 K9 H12 I13 F17 F18,8
TU MAMÁ ES HOMBRE,2,C4 C7 E11 B13 D15 A18,2
KOPY KAT,3,F5 D9 I9 G13 G14 J18,5
MEAN.CO,3,D5 F6 C8 I9 F12 C15 G17 I18 G18,10
PEACH-PICKER,2,E3 G4 K5 F8 I10 E13 D18,3
BACK FROM THE RED 4,2,F5 E6 F8 D9 F12 F13 H14 H15 J16 J18,2
RETRASO,2,C4 F5 D9 G13 D15 D18,2
CRIMPION2,3,C2 H2 H6 J8 F11 F14 B16 B18,9
DUCK,0,C2 H2 H6 J10 F11 F13 B16 G18,9
HYPE,2,F5 C4 D9 F12 D15 D18,3
THINNING,2,A4 F4 E8 A11 A16 E14 D18,5
TUB3,0,H5 J4 J9 D9 C11 H12 D15 B7 F18,2
MARSHMELLOW,2,D5 I4 G8 D10 G14 E16 H18,2
BAJA AUTOESTIMA,2,A5 F5 E8 B8 E11 B13 D15 A18,2
FLÜGELSCHLAG,2,H5 E3 H10 J11 J16 E13 J18,3
MORNINGS WILL COME,3,F5 E8 A10 J10 F13 G16 J18,6
SALVO-TION,2,E4 H3 I8 G14 D18,10
MAMA AFRICA,3,H6 J6 G8 C7 C4 C3 D11 F13 G14 H15 F18,5
MANDELSTAM STREET,3,C4 E8 D11 G14 D16 C18,6
CRIMPION,0,C2 H2 H6 J10 F11 F14 B16 G18,9
ROSE OF DECEMBER,3,G6 J6 K9 I11 I12 E12 G14 D16 F4 F18,4
AUFWÄRMROUTE3,2,F6 H5 F8 H10 B10 E13 C16 B18,2
ALMA BLANCA,2,E6 G6 E8 C10 C13 B14 A15 D17 A18,3
BUMPTASTIC,3,H4 E5 D7 E9 E11 C13 F16 D18,8
WHITE PARTY,2,B4 F5 E8 I8 H10 E11 G14 I16 H18,5
JOHN'S PROJECT,2,D4 H5 I7 F8 H10 E13 C16 K4 B18,2
POCKETLOUIS,2,J4 G6 I8 H11 G14 I15 H18,3
SERPENTE,3,C4 F5 G3 E2 B8 E11 B15 F18,2
BYGONE DAYS,2,A5 D1 F5 D9 J9 G13 F18,3
454578,2,B4 F4 E8 B10 C13 H14 G16 J18,6
SECRET OF THE MASK,3,D6 E6 B4 A11 B12 F11 G10 H9 E14 D15 A18,5
SERGIO CLIMBS SOFT,0,H4 C3 H8 K11 F14 E18,10
WHEN YOUR NAME ISN'T BOB,2,D5 E6 C9 F12 C14 D16 B18,6
NAME 1,2,C4 F8 D10 E13 H16 F18,3
SILLY GOOSE,2,F3 H5 J5 F8 H10 G13 D15 F18,2
SMILE V6,3,C4 B7 F10 F13 H15 D18,6
2 DAYS @FTER SUFFER,2,B3 H5 D5 F8 I8 G10 D10 F12 D15 C16 B18,2
LA HORA PIRATA,2,A4 E1 E3 A6 D8 D10 B11 C14 F15 E17 B18,5
THE STAPLER,2,F5 F8 H10 F12 G13 H16 E16 E2 H2 H18,2
CRIMPWORLD,0,C4 B6 B7 A9 C11 B12 A13 C15 B17 C18,7
KANN FUNKTIONIEREN,2,F5 C10 E13 E16 F17 H18,2
BIG RED DOG,3,K5 H6 K8 F10 F11 E14 F16 B18,7
GIGGLES,3,F2 A4 B8 G6 G10 G13 H15 K18,6
EL PREÑADOR,2,C4 B6 E6 E11 C10 C13 D15 A18,2
YELLOW POINT,2,D5 D11 G10 F14 B16 D18,6
BRUSH THE HOLDS,3,F5 F10 F14 F16 B12 I18,8
DA SHOJI,3,J2 F6 E3 A8 D12 E14 I10 B18,5
KOALA WARM UP,3,F4 D4 F9 F11 K13 G16 F18,6
SHIRA ✌️,2,D5 F5 I8 H10 F12 E16 C16 B18 A18,2
D2 9/2 B,2,A5 D2 C7 A8 C10 B12 C13 E14 E16 B18,0
NO WORDS NEED,3,K3 G6 G8 C11 D13 D16 A15 E18,6
PINK FLAMENCO,2,D3 H5 J4 F8 I10 F12 F13 C14 D16 A10 D18,2
BORIS IS A TW*T,2,H5 F5 H10 G13 D15 F18,2
TECHNIQUE REQUIRED,2,H5 I8 G11 G13 F13 E16 E17 J2 K1 B18,3
B.T.9,2,A5 F3 E7 D12 F15 J11 B18,2
D2 9/2 D,2,F5 I7 H9 I10 F12 C13 D15 D17 A9 H2 H18,1
D2 9/2 C,2,H5 E3 I3 G7 E8 D11 C11 G13 D15 F17 D18,2
B.T.8,2,H5 B3 F6 D10 E13 E16 J11 J18,3
D2 9/2 A,2,H5 D4 F8 I8 J11 H11 G13 J13 F15 C16 E18,0
NICOLINE,2,F5 H5 I7 F8 H10 D10 F12 E13 E16 C16 E3 J2 F18,0
SIMPLE LADDER,0,H5 H11 D9 C13 G15 F18,6
BIG DIPPING,0,F5 D11 H12 D15 A18,7
QUACK HAMMER,2,G4 I6 H9 F8 J11 H14 J16 J18,2
PRINZESSA,0,F2 I3 I7 G12 E15 I18,9
FOR MAGGIE NO WOODY,2,K5 G3 G7 H8 I10 F13 C16 F18,6
MOLARITY,2,A4 B2 C7 F10 F13 I14 G18,7
MR WALTERS,2,F5 B3 D9 H10 E13 E16 F18,2
FOR GABE,3,B4 B8 C8 C11 G11 H12 I13 J16 I7 K18,8
RAULPLACA1,2,C4 E8 D9 F13 C15 G18,2
ANNOYING CRIMP,2,E3 H5 F8 C7 D10 G13 G16 H18,2
